ix,polling_mean,polling_75,polling_median,polling_min,polling_25,party,polling_max,Bernie_Sanders,polling_avg_size,Donald_Trump,is_running_Ben_Carson,allCandRunning,Ben_Carson,twitter_25,twitter_75,Hillary_Clinton,twitter_mean,twitter_min,twitter_median,AFN120207,AGE135214,AGE295214,AGE775214,BPS030214,BZA010213,BZA110213,fraction_votes,votes,primary_date
2391,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,38870,5.3,26.8,13.5,299,1000,9398,0.257,2352,3/1/16
2392,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,3852,5.7,20.6,20.9,0,132,1384,0.177,124,3/1/16
2393,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,293388,5.8,17.6,9.7,538,2912,44643,0.206,1820,3/1/16
2394,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,33394,5,18.9,15.7,91,506,4388,0.279,1645,3/1/16
2395,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,7222,5.4,23.1,15.6,66,355,2078,0.286,1578,3/1/16
2396,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1264671,6.9,27.8,8.6,3379,21547,305293,0.257,25313,3/1/16
2397,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,16806,5.5,21.4,20.6,35,393,5319,0.229,965,3/1/16
2398,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,2935,6.2,23.4,19.6,0,132,1066,0.165,152,3/1/16
2399,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,5623,4.9,19.9,14.9,3,179,2194,0.197,162,3/1/16
2400,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,6.6,21.8,23.3,5,37,0,0.185,64,3/1/16
2401,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,29653,4.5,17.7,25.6,168,553,4496,0.203,1143,3/1/16
2402,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,43474,4.7,22,16.7,113,377,3921,0.282,1946,3/1/16
2403,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,612,5.1,18.8,16,0,92,470,0.268,292,3/1/16
2404,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,171207,4.1,23.9,16.2,314,3182,38001,0.236,5810,3/1/16
2405,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,196568,6,25.6,12.8,133,1927,28615,0.253,2336,3/1/16
2406,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1886,5.7,23.6,15.7,15,118,1181,0.214,415,3/1/16
2407,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,6544,6,22.7,16.9,13,282,2578,0.243,833,3/1/16
2408,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,26103,6.6,26.9,10.8,482,673,7394,0.333,3093,3/1/16
2409,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,6625,4.7,19.8,15.7,0,160,1935,0.19,200,3/1/16
2410,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,398301,6.2,23.1,17.7,427,2427,29435,0.203,2555,3/1/16
2411,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,6479,6,26.3,18.6,65,153,1392,0.216,247,3/1/16
2412,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,11202,6.3,24.1,17,5,300,3935,0.282,484,3/1/16
2413,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,9522,5.9,21.2,12.5,17,289,3016,0.284,725,3/1/16
2414,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,170969,7.4,24.9,13.6,80,2336,38273,0.213,1398,3/1/16
2415,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,9831,5.6,19,13.3,7,146,1804,0.251,319,3/1/16
2416,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,14624,5.9,24.4,16,23,441,5221,0.255,1454,3/1/16
2417,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,22760,5.7,21.9,18.7,2,414,5869,0.252,1095,3/1/16
2418,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1372,5,21.2,16.9,20,101,548,0.221,396,3/1/16
2419,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,57925,5.2,19.3,14.2,39,815,12245,0.195,880,3/1/16
2420,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,24104,6.9,24.7,15.4,32,578,6459,0.223,701,3/1/16
2421,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,206115,6.9,25.7,11.7,602,2318,36198,0.268,5133,3/1/16
2422,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,13415,5.2,24.5,15.4,28,315,2523,0.216,1021,3/1/16
2423,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,47137,6.7,24.7,12.3,35,830,11855,0.194,876,3/1/16
2424,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,5.1,20.6,17.8,0,23,218,0.2,87,3/1/16
2425,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,25369,5.5,22.7,16.6,84,707,9999,0.211,2102,3/1/16
2426,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,8687,6.6,25.4,15.6,38,322,2930,0.312,1040,3/1/16
2427,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,13083,6.8,25.7,16,31,402,3841,0.252,805,3/1/16
2428,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,76458,5.8,23.6,16,144,892,11569,0.228,2524,3/1/16
2429,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1830,8.2,28.8,7.7,0,71,252,0.217,249,3/1/16
2430,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,23756,5.1,20.9,16.8,77,507,6593,0.263,1455,3/1/16
2431,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,119074,6.3,26,11.8,1289,2092,26336,0.304,8049,3/1/16
2432,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,5947,6.9,26,14.1,0,214,2553,0.203,341,3/1/16
2433,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,6881,6.4,26.8,10.7,175,369,3810,0.239,1427,3/1/16
2434,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,108987,6.5,27.8,9.5,930,1716,15576,0.281,6776,3/1/16
2435,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,58350,6.2,25.9,14.2,271,1520,15244,0.309,5883,3/1/16
2436,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,4259,5.7,25,14.7,11,187,1232,0.254,604,3/1/16
2437,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,6646,5.4,21.5,16.7,16,163,1469,0.248,532,3/1/16
2438,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,71770,7.6,25.2,11.3,126,792,8460,0.187,1180,3/1/16
2439,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,51128,4.8,21.3,20.6,38,584,5191,0.252,1511,3/1/16
2440,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,19813,5.9,21.3,21.5,35,396,4444,0.185,746,3/1/16
2441,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,66796,6.7,24.8,16.2,9,1037,14748,0.224,1562,3/1/16
2442,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,24649,6.4,25.3,13.3,22,395,6831,0.191,1028,3/1/16
2443,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,95340,5.6,20.4,10.3,521,1373,17227,0.26,2147,3/1/16
2444,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,55465,6.9,23.8,16.2,94,849,11477,0.306,1406,3/1/16
2445,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,6271,6.6,25.2,18.4,9,211,2843,0.166,225,3/1/16
2446,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,183104,6.2,28.9,11.1,3194,5513,64358,0.236,9966,3/1/16
2447,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,49874,6.5,24.1,16.8,71,1051,14947,0.235,1557,3/1/16
2448,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,44269,5.3,23.2,15.9,17,264,2947,0.284,1050,3/1/16
2449,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,212285,6.6,26.9,10.3,224,2392,33246,0.251,4088,3/1/16
2450,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,6.7,21.9,18.6,15,199,1986,0.244,473,3/1/16
2451,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,34786,7.3,29.1,10.2,412,597,5686,0.261,1476,3/1/16
2452,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,33343,6.6,25.7,13.5,455,1162,16656,0.278,3551,3/1/16
2453,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,243225,5.9,27.1,10.4,1047,3354,46159,0.29,8184,3/1/16
2454,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,32909,6.8,24.4,14.7,4,538,5671,0.261,1159,3/1/16
2455,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,12514,6.1,20.9,15.2,8,338,3507,0.187,504,3/1/16
2456,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,31033,3.7,13.8,32.2,103,285,2731,0.2,588,3/1/16
2457,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,5449,5.6,21.8,21.8,4,187,1559,0.188,263,3/1/16
2458,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,21565,3.3,16.8,31.3,87,531,4895,0.239,1412,3/1/16
2459,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1207713,7.3,23.7,10.4,1231,16052,260194,0.154,6805,3/1/16
2460,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,872885,6.9,22.2,13.6,1317,7229,120438,0.23,7049,3/1/16
2461,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,22893,6.4,22.4,17.8,22,446,5903,0.204,800,3/1/16
2462,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,749,5.8,21.5,20.3,0,65,599,0.288,182,3/1/16
2463,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,4133808,6.4,23.2,10.4,8098,33874,723886,0.146,12267,3/1/16
2464,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,8297,6.6,22.7,16.8,10,213,2384,0.217,380,3/1/16
2465,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,14557,6,22,19.1,12,423,4505,0.236,716,3/1/16
2466,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,125078,7.2,27.4,11.2,444,1072,13953,0.304,3470,3/1/16
2467,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,937,8.4,28.1,11.8,0,89,1115,0.195,183,3/1/16
2468,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1021,6.1,21.8,17,10,81,1357,0.259,228,3/1/16
2469,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,246874,6.2,26,11.9,2123,4830,42481,0.256,12886,3/1/16
2470,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1393471,6.6,24.6,10.6,3103,19159,302767,0.212,23683,3/1/16
2471,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,77353,6.6,24.5,16.1,141,1117,16590,0.245,2436,3/1/16
2472,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1377,6.3,22.7,17.9,1,149,2049,0.259,333,3/1/16
2473,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,140737,6.4,25.2,12.8,221,1853,28229,0.251,4504,3/1/16
2474,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,26220,5.8,22.4,18.3,25,544,7966,0.212,883,3/1/16
2475,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,2608,5.7,22.3,18.2,10,125,1727,0.195,295,3/1/16
2476,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,398890,7.8,28.3,8.3,340,3767,70120,0.239,1857,3/1/16
2477,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,35178,6.8,26,14.9,10,584,9161,0.18,1091,3/1/16
2478,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,19840,5.4,19,21.7,24,184,1199,0.187,373,3/1/16
2479,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,14804,6.9,25.1,15.8,7,385,4899,0.233,692,3/1/16
2480,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,142419,6.4,24.2,12.5,111,1988,31002,0.278,4997,3/1/16
2481,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,3.5,21.3,19.7,0,29,346,0.23,85,3/1/16
2482,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,16524,6.1,22.3,16,53,336,5366,0.211,483,3/1/16
2483,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1590,5.1,21,18.2,11,120,855,0.192,204,3/1/16
2484,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,144251,6.1,23.5,15.7,75,1950,32861,0.203,2861,3/1/16
2485,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,8.8,27.7,11.3,1,23,114,0.239,110,3/1/16
2486,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,144781,7.1,27,12.7,99,2175,46606,0.18,2292,3/1/16
2487,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,62480,6.5,25.6,13.3,63,986,18965,0.187,1603,3/1/16
2488,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,20020,7.7,25.4,15.4,11,318,4597,0.173,315,3/1/16
2489,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,4.3,16.9,12.8,0,67,1011,0.205,116,3/1/16
2490,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,40310,5.2,23,18.2,52,445,5451,0.277,1151,3/1/16
2491,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,12041,5.5,20.7,16,18,234,2811,0.236,726,3/1/16
2492,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,4.5,17.6,27.7,5,38,231,0.135,41,3/1/16
2493,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,3333,7.6,25.9,15,4,127,1806,0.202,164,3/1/16
2494,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,23602,6.2,25.2,15.9,19,433,5938,0.33,1046,3/1/16
2495,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,28726,6,22.3,13.3,161,456,5767,0.26,794,3/1/16
2496,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,879,5.1,27.7,14.7,0,58,763,0.288,223,3/1/16
2497,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,88719,6.7,25.3,13.7,133,1410,33030,0.234,2236,3/1/16
2498,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,11149,4.2,17.7,15.3,0,190,3171,0.174,212,3/1/16
2499,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,11108,7,26.2,14.1,43,300,4993,0.307,803,3/1/16
2500,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,946,4.8,19,12.5,0,74,725,0.233,104,3/1/16
2501,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,2689,4.4,15.4,15.3,0,62,787,0.223,85,3/1/16
2502,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,4.5,18.8,19.1,10,57,538,0.235,162,3/1/16
2503,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,39028,6.8,24.9,16,12,514,6614,0.222,533,3/1/16
2504,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,2432,5,24.9,14.6,26,240,1463,0.271,1195,3/1/16
2505,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,36555,5.3,20.5,22,102,522,5524,0.207,1327,3/1/16
2506,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,35043,7.8,26.8,14,88,872,11360,0.234,1398,3/1/16
2507,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,49886,5.1,21.8,17.9,177,588,6340,0.251,1465,3/1/16
2508,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,224064,6.9,26.5,13.6,722,3953,64743,0.278,9067,3/1/16
2509,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,5229,4.6,19.1,20.7,17,135,935,0.307,515,3/1/16
2510,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,3412,6,24,15.5,53,147,1383,0.282,701,3/1/16
2511,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,804,9.5,22.6,4.1,3,97,1690,0.277,89,3/1/16
2512,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,4.8,24,17.4,0,22,0,0.187,129,3/1/16
2513,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,42329,7.7,27.3,15.2,23,673,9231,0.237,861,3/1/16
2514,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,7.8,25.6,12.1,15,92,757,0.218,196,3/1/16
2515,28.31111111,29,33.5,26,79.925,1,67.7,0,1337,0,1,14,1,-0.4003,-0.227675,0,-0.628166667,-0.6671,-0.555,25523,7.3,25.3,14.6,8,556,9218,0.096,97,2/1/16
2516,28.31111111,83.975,65,77.9,0,1,12.8,0,1070.2,0,1,14,1,0,0.2388,0,0.11007,-0.69,0,0,6.1,23.6,21,21,333,2594,0.119,108,2/1/16
2517,28.31111111,11,0,0,0,1,0,0,0,0,1,14,1,0,0,0,-0.00244,-0.5994,0,9509,5.1,22.9,18.4,29,465,4282,0.093,100,2/1/16
2518,28.31111111,12.1,0,0,10.7,1,0,0,0,0,1,14,1,-0.555,0.31515,0,-0.0447,-0.561,-0.1027,83915,5.6,20.5,19.7,86,1399,20910,0.079,184,2/1/16
2519,28.31111111,12.1,0,0,0,1,0,0,0,0,1,14,1,0,0,0,0.007175,-0.4404,0,23407,5.7,22.8,19.6,14,608,7313,0.151,155,2/1/16
2520,28.31111111,27,43,29,0,1,12.8,0,476,0,1,14,1,-0.271825,0.181575,0,0.01665,-0.6597,0,53722,5.7,22.2,20.9,28,537,4851,0.079,67,2/1/16
2521,28.31111111,0,0,0,20,1,34,0,0,0,1,14,1,0,0,0,0.02414,-0.5994,0,12931,7.2,25.5,16.9,11,460,6534,0.09,63,2/1/16
2522,28.31111111,0,0,0,58,1,65,0,0,0,1,14,1,-0.050575,0.587775,0,0.201381818,-0.5574,0,3054,8,28.9,17.5,4,170,1451,0.072,38,2/1/16
2523,28.31111111,83.975,60.5,77.9,46,1,51,0,1070.2,0,1,14,1,0.0683,0.401475,0,0.09958,-0.6671,0.2957,4323,5.1,21.8,18.3,2,130,1697,0.161,80,2/1/16
2524,28.31111111,12.1,0,0,0,1,0,0,0,0,1,14,1,0,0,0,0,0,0,68773,6,23,18.8,41,1107,19430,0.098,212,2/1/16
2525,28.31111111,47.75,29,29,0,1,12.8,0,1070.2,0,1,14,1,0,0.2388,0,0.122665,-0.748,0,145685,6.1,23.1,16.2,276,2772,53122,0.097,384,2/1/16
2526,28.31111111,24,29,19.4,0,1,12.8,0,518.5,0,1,14,1,0,0,0,0.066275,0,0,7910,5.6,21.6,19.2,48,317,3639,0.122,49,2/1/16
2527,28.31111111,41,40,41,31.75,1,33.2,0,479.3333333,0,1,14,1,0,0,0,0.042285,-0.4184,0,14582,5.8,21.2,20.4,24,553,6298,0.144,144,2/1/16
2528,28.31111111,47,40,42,46.75,1,55,0,471,0,1,14,1,-0.29615,0.181575,0,0.007466667,-0.6671,0,13656,5.7,23.1,20.7,21,414,4552,0.109,83,2/1/16
2529,28.31111111,47.75,43,33,55,1,60,0,1337,0,1,14,1,-0.4003,0.4404,0,-0.185,-0.8625,0,14804,5.4,22,21.6,10,187,2210,0.094,40,2/1/16
2530,28.31111111,27,22,15,0,1,18,0,518.5,0,1,14,1,0,0,0,0.02414,-0.5994,0,3859,5.3,22.9,21.4,6,261,2697,0.114,62,2/1/16
2531,28.31111111,12.1,0,0,0,1,0,0,0,0,1,14,1,0,0.09545,0,0.06157,-0.6597,0,4346,6,23.4,19.8,19,308,3285,0.077,73,2/1/16
2532,28.31111111,47.75,43,31,26,1,48,0,479.3333333,0,1,14,1,0.1901,0.252375,0,0.14042,0,0.2848,8345,5.3,22.2,21.7,10,323,2650,0.142,107,2/1/16
2533,28.31111111,0,32,14,33.5,1,36,0,518.5,0,1,14,1,0,0.401475,0,0.09958,-0.8625,0.2294,4144,5.4,22.7,20.2,20,309,3197,0.084,71,2/1/16
2534,28.31111111,27,32,12,43.7,1,49,0,518.5,0,1,14,1,-0.2463,0.329,0,0.05262,-0.4926,0,11447,5.2,21,21.2,7,565,5394,0.109,138,2/1/16
2535,28.31111111,0,19.5,17,0,1,12.8,0,1337,0,1,14,1,-0.4003,0.4404,0,-0.026935,-0.7845,0,10399,5.5,22.6,19.1,29,357,3060,0.217,221,2/1/16
2536,28.31111111,47.75,43,29,0,1,17,0,1070.2,0,1,14,1,0,0.2388,0,0.083215,-0.7845,0,22246,5.9,22.3,17.6,20,514,7980,0.156,189,2/1/16
2537,28.31111111,33.2,43,33,43,1,41,0,479.3333333,0,1,14,1,-0.0369,0,0,-0.1155,-0.1779,0,7477,5.5,22.9,20.3,24,324,3394,0.079,48,2/1/16
2538,28.31111111,52,52,52,0,1,11,0,443.7272727,0,1,14,1,0,0.1643,0,0.11351,0,0.0571,0,7.1,23.8,21.6,11,248,2865,0.082,43,2/1/16
2539,28.31111111,0,32,15.87,32.64,1,36,0,518.5,0,1,14,1,-0.41125,0.09505,0,-0.026935,-0.7906,0,14490,5.4,22.3,19.8,35,545,4892,0.069,64,2/1/16
2540,28.31111111,27,17,18.25,0,1,17,0,509.0555556,0,1,14,1,-0.050575,0.2388,0,0.079435,-0.5574,0,16610,4.3,16.8,18.8,14,670,6855,0.065,55,2/1/16
2541,28.31111111,58.5,52,50,48.5,1,51,0,1337,0,1,14,1,-0.07655,0.4404,0,-0.185,-0.8625,0,258762,6.2,20.4,9.9,1080,3186,59466,0.073,531,2/1/16
2542,28.31111111,41,43,28,24.75,1,19,0,1337,0,1,14,1,0,0,0,0.062914286,0,0,0,6.3,23.2,20.1,0,250,1685,0.09,63,2/1/16
