ix,polling_mean,polling_75,polling_median,polling_min,polling_25,party,polling_max,Bernie_Sanders,polling_avg_size,Donald_Trump,is_running_Ben_Carson,allCandRunning,Ben_Carson,twitter_25,twitter_75,Hillary_Clinton,twitter_mean,twitter_min,twitter_median,AFN120207,AGE135214,AGE295214,AGE775214,BPS030214,BZA010213,BZA110213,fraction_votes,votes,primary_date
2244,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,0,6.6,21.8,23.3,5,37,0,0.165,57,3/1/16
2245,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,39028,6.8,24.9,16,12,514,6614,0.166,399,3/1/16
2246,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,33343,6.6,25.7,13.5,455,1162,16656,0.188,2397,3/1/16
2247,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1377,6.3,22.7,17.9,1,149,2049,0.129,166,3/1/16
2248,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,49886,5.1,21.8,17.9,177,588,6340,0.188,1094,3/1/16
2249,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,5449,5.6,21.8,21.8,4,187,1559,0.176,247,3/1/16
2250,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,7222,5.4,23.1,15.6,66,355,2078,0.154,852,3/1/16
2251,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,398890,7.8,28.3,8.3,340,3767,70120,0.211,1640,3/1/16
2252,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,40310,5.2,23,18.2,52,445,5451,0.21,873,3/1/16
2253,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,0,6.5,18.5,22.4,2,17,45,0.122,24,3/1/16
2254,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,12041,5.5,20.7,16,18,234,2811,0.146,449,3/1/16
2255,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1792,6.3,24.5,15,0,82,571,0.12,97,3/1/16
2256,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1830,8.2,28.8,7.7,0,71,252,0.124,142,3/1/16
2257,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,144251,6.1,23.5,15.7,75,1950,32861,0.223,3142,3/1/16
2258,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,108987,6.5,27.8,9.5,930,1716,15576,0.209,5038,3/1/16
2259,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,41073,4.2,18.3,25.5,47,454,3987,0.204,771,3/1/16
2260,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,246874,6.2,26,11.9,2123,4830,42481,0.268,13465,3/1/16
2261,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1886,5.7,23.6,15.7,15,118,1181,0.112,216,3/1/16
2262,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,937,8.4,28.1,11.8,0,89,1115,0.078,73,3/1/16
2263,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,140737,6.4,25.2,12.8,221,1853,28229,0.182,3259,3/1/16
2264,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,209463,7.1,24.8,11,379,2640,38679,0.168,1970,3/1/16
2265,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,243225,5.9,27.1,10.4,1047,3354,46159,0.204,5746,3/1/16
2266,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,0,4.8,24,17.4,0,22,0,0.127,88,3/1/16
2267,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,18080,6.7,26.6,14.7,33,299,2782,0.107,240,3/1/16
2268,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,946,4.8,19,12.5,0,74,725,0.154,69,3/1/16
2269,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1031,4.5,16.3,20,15,73,601,0.153,63,3/1/16
2270,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,6646,5.4,21.5,16.7,16,163,1469,0.192,412,3/1/16
2271,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,9883,7.4,27.5,14.2,1,239,3344,0.16,366,3/1/16
2272,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,19840,5.4,19,21.7,24,184,1199,0.15,299,3/1/16
2273,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,16524,6.1,22.3,16,53,336,5366,0.218,499,3/1/16
2274,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,23756,5.1,20.9,16.8,77,507,6593,0.183,1014,3/1/16
2275,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,2935,6.2,23.4,19.6,0,132,1066,0.151,139,3/1/16
2276,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,5229,4.6,19.1,20.7,17,135,935,0.157,263,3/1/16
2277,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,93483,6.7,27.1,11.9,181,1306,17729,0.19,2427,3/1/16
2278,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,6479,6,26.3,18.6,65,153,1392,0.104,119,3/1/16
2279,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,62915,11.1,28.7,7.5,242,812,12380,0.194,563,3/1/16
2280,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,23602,6.2,25.2,15.9,19,433,5938,0.159,503,3/1/16
2281,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,16806,5.5,21.4,20.6,35,393,5319,0.192,810,3/1/16
2282,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,4133808,6.4,23.2,10.4,8098,33874,723886,0.416,35052,3/1/16
2283,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,293388,5.8,17.6,9.7,538,2912,44643,0.352,3105,3/1/16
2284,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,92037,6.6,25.1,14,59,1017,15454,0.163,920,3/1/16
2285,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,77353,6.6,24.5,16.1,141,1117,16590,0.194,1936,3/1/16
2286,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,6881,6.4,26.8,10.7,175,369,3810,0.139,829,3/1/16
2287,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,42329,7.7,27.3,15.2,23,673,9231,0.2,727,3/1/16
2288,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,0,3.5,21.3,19.7,0,29,346,0.125,46,3/1/16
2289,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,19813,5.9,21.3,21.5,35,396,4444,0.21,849,3/1/16
2290,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,612,5.1,18.8,16,0,92,470,0.095,104,3/1/16
2291,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,5623,4.9,19.9,14.9,3,179,2194,0.164,135,3/1/16
2292,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,25369,5.5,22.7,16.6,84,707,9999,0.216,2157,3/1/16
2293,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,8687,6.6,25.4,15.6,38,322,2930,0.179,598,3/1/16
2294,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,119074,6.3,26,11.8,1289,2092,26336,0.217,5745,3/1/16
2295,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,6625,4.7,19.8,15.7,0,160,1935,0.149,157,3/1/16
2296,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,57925,5.2,19.3,14.2,39,815,12245,0.213,961,3/1/16
2297,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,206115,6.9,25.7,11.7,602,2318,36198,0.216,4130,3/1/16
2298,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,9831,5.6,19,13.3,7,146,1804,0.164,208,3/1/16
2299,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,22893,6.4,22.4,17.8,22,446,5903,0.159,625,3/1/16
2300,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,804,9.5,22.6,4.1,3,97,1690,0.093,30,3/1/16
2301,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,5947,6.9,26,14.1,0,214,2553,0.146,246,3/1/16
2302,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,14804,6.9,25.1,15.8,7,385,4899,0.156,463,3/1/16
2303,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,879,5.1,27.7,14.7,0,58,763,0.142,110,3/1/16
2304,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,34786,7.3,29.1,10.2,412,597,5686,0.229,1294,3/1/16
2305,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1372,5,21.2,16.9,20,101,548,0.138,248,3/1/16
2306,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,212285,6.6,26.9,10.3,224,2392,33246,0.209,3402,3/1/16
2307,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1384,4.5,19.6,15.5,0,120,994,0.138,176,3/1/16
2308,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,76458,5.8,23.6,16,144,892,11569,0.219,2430,3/1/16
2309,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1349,5.5,19.1,19.6,1,75,1484,0.115,124,3/1/16
2310,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1393471,6.6,24.6,10.6,3103,19159,302767,0.346,38712,3/1/16
2311,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,41762,5.9,23.2,17.4,35,802,11576,0.189,1491,3/1/16
2312,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,142419,6.4,24.2,12.5,111,1988,31002,0.188,3375,3/1/16
2313,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,2432,5,24.9,14.6,26,240,1463,0.154,677,3/1/16
2314,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,428162,7.6,24.3,12,585,4256,75855,0.221,3424,3/1/16
2315,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,3852,5.7,20.6,20.9,0,132,1384,0.113,79,3/1/16
2316,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,27773,4.9,20.9,20.3,53,643,5890,0.19,1330,3/1/16
2317,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,4259,5.7,25,14.7,11,187,1232,0.134,319,3/1/16
2318,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,14557,6,22,19.1,12,423,4505,0.184,560,3/1/16
2319,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,33712,6.5,24,14.8,11,629,8951,0.182,548,3/1/16
2320,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,2689,4.4,15.4,15.3,0,62,787,0.097,37,3/1/16
2321,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1816,5.3,21.6,18,27,168,1046,0.157,439,3/1/16
2322,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,146607,6.2,25.7,12.4,745,2109,28918,0.23,5828,3/1/16
2323,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,0,7.8,25.6,12.1,15,92,757,0.123,111,3/1/16
2324,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,13668,4.5,19.7,18.9,17,173,1895,0.196,262,3/1/16
2325,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1021,6.1,21.8,17,10,81,1357,0.108,95,3/1/16
2326,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,0,8.8,27.7,11.3,1,23,114,0.08,37,3/1/16
2327,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,306252,7.2,25.2,14,92,4060,71200,0.229,3519,3/1/16
2328,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,95340,5.6,20.4,10.3,521,1373,17227,0.214,1764,3/1/16
2329,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,196568,6,25.6,12.8,133,1927,28615,0.232,2136,3/1/16
2330,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,31033,3.7,13.8,32.2,103,285,2731,0.206,608,3/1/16
2331,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,0,6.7,21.9,18.6,15,199,1986,0.137,265,3/1/16
2332,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,51128,4.8,21.3,20.6,38,584,5191,0.175,1049,3/1/16
2333,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1207713,7.3,23.7,10.4,1231,16052,260194,0.412,18231,3/1/16
2334,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,125078,7.2,27.4,11.2,444,1072,13953,0.18,2049,3/1/16
2335,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,32909,6.8,24.4,14.7,4,538,5671,0.15,665,3/1/16
2336,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,0,5.1,20.6,17.8,0,23,218,0.097,42,3/1/16
2337,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,2608,5.7,22.3,18.2,10,125,1727,0.102,155,3/1/16
2338,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,170969,7.4,24.9,13.6,80,2336,38273,0.175,1148,3/1/16
2339,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,15835,6.9,25.4,15.6,3,364,5222,0.148,462,3/1/16
2340,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,24104,6.9,24.7,15.4,32,578,6459,0.173,544,3/1/16
2341,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,38870,5.3,26.8,13.5,299,1000,9398,0.282,2579,3/1/16
2342,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,49874,6.5,24.1,16.8,71,1051,14947,0.197,1306,3/1/16
2343,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,14624,5.9,24.4,16,23,441,5221,0.138,786,3/1/16
2344,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,55465,6.9,23.8,16.2,94,849,11477,0.145,669,3/1/16
2345,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,43474,4.7,22,16.7,113,377,3921,0.187,1291,3/1/16
2346,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,6544,6,22.7,16.9,13,282,2578,0.095,325,3/1/16
2347,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,14833,5.4,22.4,18.6,24,302,3248,0.165,491,3/1/16
2348,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,24649,6.4,25.3,13.3,22,395,6831,0.125,673,3/1/16
2349,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,14749,6.3,25.6,16.7,0,200,2182,0.176,322,3/1/16
2350,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,71770,7.6,25.2,11.3,126,792,8460,0.194,1227,3/1/16
2351,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,183104,6.2,28.9,11.1,3194,5513,64358,0.285,12046,3/1/16
2352,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,62480,6.5,25.6,13.3,63,986,18965,0.166,1424,3/1/16
2353,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,3823,5.7,22.6,15.3,10,97,946,0.163,162,3/1/16
2354,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,1590,5.1,21,18.2,11,120,855,0.133,141,3/1/16
2355,21.349,22.925,22,18.25,20,1,23.54,0,799.6,0,1,7,0,0,0.0193,0,0.02046,-0.7579,0,3412,6,24,15.5,53,147,1383,0.149,371,3/1/16
2356,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,6.9,23.6,17.7,3,164,1705,0.214,249,3/1/16
2357,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,60642,5.4,19.1,26.2,203,420,4549,0.169,637,3/1/16
2358,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,306252,7.2,25.2,14,92,4060,71200,0.222,3401,3/1/16
2359,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,17970,5.8,22,14.3,12,347,4048,0.259,1002,3/1/16
2360,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,7075,5.8,21.7,21.4,3,197,2235,0.22,332,3/1/16
2361,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,92037,6.6,25.1,14,59,1017,15454,0.228,1286,3/1/16
2362,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,428162,7.6,24.3,12,585,4256,75855,0.27,4177,3/1/16
2363,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1349,5.5,19.1,19.6,1,75,1484,0.247,266,3/1/16
2364,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,209463,7.1,24.8,11,379,2640,38679,0.266,3127,3/1/16
2365,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,15388,6,23.7,14.9,10,365,5868,0.194,441,3/1/16
2366,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,93483,6.7,27.1,11.9,181,1306,17729,0.273,3492,3/1/16
2367,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,18080,6.7,26.6,14.7,33,299,2782,0.231,519,3/1/16
2368,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1816,5.3,21.6,18,27,168,1046,0.273,764,3/1/16
2369,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1792,6.3,24.5,15,0,82,571,0.228,184,3/1/16
2370,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,15835,6.9,25.4,15.6,3,364,5222,0.294,914,3/1/16
2371,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,62915,11.1,28.7,7.5,242,812,12380,0.222,644,3/1/16
2372,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,395411,7.2,23.7,12.6,730,4313,85077,0.285,4294,3/1/16
2373,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,14749,6.3,25.6,16.7,0,200,2182,0.175,321,3/1/16
2374,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,41762,5.9,23.2,17.4,35,802,11576,0.266,2090,3/1/16
2375,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,2877,5.7,22.2,15.5,11,111,924,0.235,342,3/1/16
2376,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,41073,4.2,18.3,25.5,47,454,3987,0.19,716,3/1/16
2377,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,14833,5.4,22.4,18.6,24,302,3248,0.238,711,3/1/16
2378,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1384,4.5,19.6,15.5,0,120,994,0.211,269,3/1/16
2379,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,6395,7.7,26.7,15.1,20,212,3744,0.259,328,3/1/16
2380,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,9253,6.1,23.5,16.5,15,254,2815,0.254,718,3/1/16
2381,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,15778,5.4,19.8,17,1,214,2718,0.199,555,3/1/16
2382,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,3823,5.7,22.6,15.3,10,97,946,0.227,225,3/1/16
2383,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,9883,7.4,27.5,14.2,1,239,3344,0.237,541,3/1/16
2384,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,27773,4.9,20.9,20.3,53,643,5890,0.225,1570,3/1/16
2385,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,5.6,22.6,16.5,0,295,4390,0.196,635,3/1/16
2386,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,0,6.5,18.5,22.4,2,17,45,0.244,48,3/1/16
2387,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,33712,6.5,24,14.8,11,629,8951,0.229,690,3/1/16
2388,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,13668,4.5,19.7,18.9,17,173,1895,0.177,236,3/1/16
2389,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,146607,6.2,25.7,12.4,745,2109,28918,0.255,6445,3/1/16
2390,0,0,0,0,0,1,0,0,0,0,1,7,0,-0.32365,0.09545,0,-0.01121,-0.7845,0,1031,4.5,16.3,20,15,73,601,0.148,61,3/1/16
